Round,Track,Qualifying,Stint,Lap,"Rear Wing","Front Wing",Engine,Brake,Differential,Suspension,Fuel,"Tyre Remaining","Tyre Choice","Lap Time","Lap Distance",Cornering,Inclines,Camber,Grip,Altitude,Roughness,Width,Temperature,Humidity,"Wind (Avg. Speed)","Wind (Gusts)","Air Density","Air Pressure"
1,Italy,0,8,3,151,111,4,70,3,122,22.831677240971,81.24865224688,"Extra Soft",85.508820347648,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,4,151,111,4,70,3,122,20.442236321294,74.99820299584,"Extra Soft",83.988664770472,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,5,151,111,4,70,3,122,18.052795401618,68.7477537448,"Extra Soft",84.362509193296,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,6,151,111,4,70,3,122,15.663354481941,62.49730449376,"Extra Soft",84.27135361612,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,7,151,111,4,70,3,122,13.273913562265,56.246855242721,"Extra Soft",83.444198038944,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,8,151,111,4,70,3,122,10.884472642588,49.996405991681,"Extra Soft",83.196042461768,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,9,151,111,4,70,3,122,8.4950317229119,43.745956740641,"Extra Soft",84.214886884592,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,10,151,111,4,70,3,122,6.1055908032354,37.495507489601,"Extra Soft",84.203731307416,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,11,151,111,4,70,3,122,3.7161498835589,31.245058238561,"Extra Soft",82.43757573024,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,8,12,151,111,4,70,3,122,1.3267089638825,24.994608987521,"Extra Soft",82.378420153064,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,9,1,151,111,4,70,3,122,0.61055908032354,96.80041745826,Medium,83.011269502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,1,238,160,1,76,6,95,36.610559080324,93.74955074896,"Extra Soft",87.262589742,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,2,238,160,1,76,6,95,34.221118160647,87.49910149792,"Extra Soft",86.771434164824,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,3,238,160,1,76,6,95,31.831677240971,81.24865224688,"Extra Soft",86.340278587648,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,4,238,160,1,76,6,95,29.442236321294,74.99820299584,"Extra Soft",85.638123010472,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,5,238,160,1,76,6,95,27.052795401618,68.7477537448,"Extra Soft",85.616967433296,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,6,238,160,1,76,6,95,24.663354481941,62.49730449376,"Extra Soft",85.33581185612,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,7,238,160,1,76,6,95,22.273913562265,56.246855242721,"Extra Soft",85.473656278944,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,8,238,160,1,76,6,95,19.884472642588,49.996405991681,"Extra Soft",84.301500701768,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,9,238,160,1,76,6,95,17.495031722912,43.745956740641,"Extra Soft",84.397345124592,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,10,238,160,1,76,6,95,15.105590803235,37.495507489601,"Extra Soft",85.638189547416,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,11,238,160,1,76,6,95,12.716149883559,31.245058238561,"Extra Soft",85.36903397024,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,12,238,160,1,76,6,95,10.326708963882,24.994608987521,"Extra Soft",83.730878393064,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,13,238,160,1,76,6,95,7.937268044206,18.744159736481,"Extra Soft",83.374722815888,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,14,238,160,1,76,6,95,5.5478271245296,12.493710485441,"Extra Soft",84.460567238712,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,10,15,238,160,1,76,6,95,3.1583862048531,6.2432612344012,"Extra Soft",83.542411661537,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,11,1,151,111,4,70,3,122,0.61055908032354,97.171726469439,Hard,85.189841502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,12,1,151,111,4,70,3,122,0.61055908032354,96.258978663765,Soft,82.733923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,1,84,73,1,62,1,132,60.610559080324,96.258978663765,Soft,88.078163502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,2,84,73,1,62,1,132,58.221118160647,92.51795732753,Soft,88.534007924824,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,3,84,73,1,62,1,132,55.831677240971,88.776935991295,Soft,87.762852347648,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,4,84,73,1,62,1,132,53.442236321294,85.03591465506,Soft,88.144696770472,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,5,84,73,1,62,1,132,51.052795401618,81.294893318825,Soft,86.781541193296,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,6,84,73,1,62,1,132,48.663354481941,77.55387198259,Soft,88.20138561612,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,7,84,73,1,62,1,132,46.273913562265,73.812850646355,Soft,86.942230038944,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,8,84,73,1,62,1,132,43.884472642588,70.07182931012,Soft,86.161074461768,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,9,84,73,1,62,1,132,41.495031722912,66.330807973885,Soft,85.971918884592,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,10,84,73,1,62,1,132,39.105590803235,62.58978663765,Soft,85.735763307416,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,11,84,73,1,62,1,132,36.716149883559,58.848765301415,Soft,86.23460773024,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,12,84,73,1,62,1,132,34.326708963882,55.10774396518,Soft,87.082452153064,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,13,84,73,1,62,1,132,31.937268044206,51.366722628945,Soft,86.856296575888,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,14,84,73,1,62,1,132,29.54782712453,47.62570129271,Soft,85.157140998712,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,15,84,73,1,62,1,132,27.158386204853,43.884679956475,Soft,85.643985421537,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,16,84,73,1,62,1,132,24.768945285177,40.14365862024,Soft,85.973829844361,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,17,84,73,1,62,1,132,22.3795043655,36.402637284005,Soft,84.869674267185,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,18,84,73,1,62,1,132,19.990063445824,32.66161594777,Soft,85.870518690009,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,19,84,73,1,62,1,132,17.600622526147,28.920594611535,Soft,84.939363112833,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,20,84,73,1,62,1,132,15.211181606471,25.1795732753,Soft,84.449207535657,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,21,84,73,1,62,1,132,12.821740686794,21.438551939065,Soft,85.492051958481,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,22,84,73,1,62,1,132,10.432299767118,17.69753060283,Soft,83.608896381305,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,23,84,73,1,62,1,132,8.0428588474414,13.956509266595,Soft,84.349740804129,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,24,84,73,1,62,1,132,5.653417927765,10.21548793036,Soft,84.733585226953,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,13,25,84,73,1,62,1,132,3.2639770080885,6.4744665941248,Soft,84.336429649777,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,14,1,226,111,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.006989902,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,15,1,76,111,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",82.804923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,16,1,151,36,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.196923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,17,1,151,186,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.484923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,18,1,151,261,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",84.601923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,19,1,151,1,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.347379418,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,20,1,151,111,4,70,43,122,0.61055908032354,93.74955074896,"Extra Soft",82.857579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,21,1,151,111,4,70,83,122,0.61055908032354,93.74955074896,"Extra Soft",82.660579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,22,1,151,111,4,70,123,122,0.61055908032354,93.74955074896,"Extra Soft",83.389579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,23,1,151,111,44,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",82.624923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,24,1,151,111,84,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",84.036923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,25,1,151,111,4,145,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.213923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,26,1,151,111,4,1,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.041568022,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,27,1,151,111,4,70,3,47,0.61055908032354,93.74955074896,"Extra Soft",82.332923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,28,1,151,111,4,70,3,197,0.61055908032354,93.74955074896,"Extra Soft",83.250923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,29,1,151,111,44,70,83,122,0.61055908032354,93.74955074896,"Extra Soft",83.571579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,30,1,151,111,4,70,83,47,0.61055908032354,93.74955074896,"Extra Soft",82.175579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,31,1,151,111,44,70,3,47,0.61055908032354,93.74955074896,"Extra Soft",83.240923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,32,1,76,111,4,70,3,47,0.61055908032354,93.74955074896,"Extra Soft",82.554923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,33,1,151,111,4,70,83,47,0.61055908032354,93.74955074896,"Extra Soft",82.951579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,34,1,151,111,4,70,83,47,0.61055908032354,93.74955074896,"Extra Soft",82.164579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,35,1,151,111,4,70,83,47,0.61055908032354,93.74955074896,"Extra Soft",84.050579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,36,1,151,111,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",82.812923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,37,1,151,111,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.136923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,38,1,151,111,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.349923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,39,1,151,111,4,70,3,122,0.61055908032354,93.74955074896,"Extra Soft",83.248923502,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
1,Italy,0,40,1,151,111,4,70,83,47,0.61055908032354,93.74955074896,"Extra Soft",82.709579342,4.4,19,67,90,23,7,65,51,21,14,46,3,84,37
